session_id,user,account,client_ip,target_ip,target_hostname,session_start,session_end,duration_sec,commands,event_types,raw_event_count,file_transfer_bytes,label,tactics,source,split,persona,ip_source,target_group,target_criticality,identity_is_synthetic,ip_is_synthetic,ts_is_synthetic,real_user,real_client_ip,real_target_ip,real_target_hostname,protocol,has_command_telemetry,start_time,end_time,duration_sec_feat,start_hour,off_hours_flag,is_weekend,command_count,unique_command_ratio,avg_command_length,command_entropy,flag_cred_access,flag_privesc,flag_persistence,flag_log_tamper,flag_recon,flag_exfil,new_source_ip_for_user,new_source_ip_globally,ip_foreign_to_user,distinct_source_ips_prior,distinct_source_ips_24h,source_ip_entropy
gen-16daa8f5be8eb66f34d091d1,karim,p_dba,10.20.20.192,10.10.20.12,db-prod-03,2026-06-10T10:57:33+00:00,2026-06-10T10:57:43.854036+00:00,10.85,"[""grep -v 'debug' output.txt"", 'du -k', 'du -k', 'find /home -perm -4000', 'du -k', 'du --time=atime', 'ps', 'ps', 'find /data -path ""*/.bak"" -prune -o -type f -print', 'ps', 'du --time=atime']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",11,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-10 10:57:33+00:00,2026-06-10 10:57:43.854036+00:00,10.85,10,0,0,11,0.5454545454545454,13.545454545454545,2.4130884364257574,0,0,0,0,0,0,0,0,0,1,1,0.0
gen-9110c9fd747cb18fcb9aefff,karim,p_dba,10.20.20.192,10.10.20.10,db-prod-01,2026-06-17T11:21:25+00:00,2026-06-17T11:21:28.401111+00:00,3.4,"['find /opt -iregex "".*/readme.*""', ""grep -r 'password' /etc"", ""grep -n 'main' main.c"", 'grep -E \'HTTP/1.1"" [4-5][0-9]{2}\' access.log']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",4,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-17 11:21:25+00:00,2026-06-17 11:21:28.401111+00:00,3.4,11,0,0,4,1.0,29.75,2.0,0,0,0,0,0,0,0,0,0,2,1,0.17203694935311378
gen-adcde95f6f91a7be905c3fd9,karim,p_dba,10.20.20.192,10.10.20.11,db-prod-02,2026-06-17T09:49:35+00:00,2026-06-17T09:49:46.229667+00:00,11.23,"['ps', 'ps', 'mv', 'du -h --exclude=""/var/log"" /var', 'find /var -gid 100', 'du -B 64T', 'mv', 'ps', 'ps', 'find /var -gid 100', 'du -B 64T', 'ls', 'du -B 64T', ""df -h | awk '$4 ~ /G/ && $4+0 < 1'""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",14,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-17 09:49:35+00:00,2026-06-17 09:49:46.229667+00:00,11.23,9,0,0,14,0.5,10.142857142857142,2.610577243331642,0,0,0,0,0,0,0,0,0,2,1,0.17556502585750278
gen-54d09314b0cab2497b417aed,karim,p_dba,10.20.20.192,10.10.20.10,db-prod-01,2026-06-05T09:32:23+00:00,2026-06-05T09:32:34.151108+00:00,11.15,"['find /home -maxdepth 2 -type f', 'du -x', 'find /home -maxdepth 2 -type f', 'find /home -maxdepth 2 -type f', 'find /home -maxdepth 2 -type f', 'cat -n file.txt', 'cat *.txt', 'find /home -maxdepth 2 -type f', 'find /srv -size -10M -type f', 'ps', 'find . -iname ""*.jpg""', 'find /home -name ""*.txt""', 'ls', 'du -a --exclude=""/var/backup"" /var']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",14,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-05 09:32:23+00:00,2026-06-05 09:32:34.151108+00:00,11.15,9,0,0,14,0.7142857142857143,20.714285714285715,2.9780948881692604,0,0,0,0,0,0,0,0,0,1,1,0.0
gen-2f1d80eafb91fb907bd50aeb,karim,p_dba,10.20.20.192,10.10.20.13,db-stg-01,2026-06-26T11:44:12+00:00,2026-06-26T11:44:17.402476+00:00,5.4,"['df -Ph', 'df -Ph', 'df -Ph', 'find /home -mtime -7 -a -type f', 'du -ab', 'find /home -regex "".*/[A-Z]{3}[0-9]{2}\\.csv""', 'find /home -regex "".*/[A-Z]{3}[0-9]{2}\\.csv""', 'df -Ph']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dba,home,db,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-26 11:44:12+00:00,2026-06-26 11:44:17.402476+00:00,5.4,11,0,0,8,0.5,18.625,1.75,0,0,0,0,0,0,0,0,0,3,2,0.2579991163999737
gen-a7ea52f02cabd3d710116af4,karim,p_dba,10.20.20.192,10.10.20.13,db-stg-01,2026-06-05T05:07:36+00:00,2026-06-05T05:07:45.757360+00:00,9.76,"['df -h --output=source,fstype,ipcent', 'df -h --output=source,fstype,ipcent', 'find /srv -xdev -type f', 'find /srv -regex "".*/config.*""', 'df -h --output=source,fstype,ipcent', 'df -h --output=source,fstype,ipcent', 'find /srv -regex "".*/config.*""', 'df -h --output=source,fstype,ipcent', 'df -h --output=source,fstype,ipcent', 'du -B 8K', 'df -h --output=target,avail', 'df -h --output=source,used']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",12,0,benign,[],generated,train,dba,home,db,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-05 05:07:36+00:00,2026-06-05 05:07:45.757360+00:00,9.76,5,1,0,12,0.5,29.5,2.1258145836939115,0,0,0,0,0,0,0,0,0,1,1,0.0
gen-79f633e8ade81084ef29f413,karim,p_dba,10.20.20.192,10.10.20.13,db-stg-01,2026-06-08T10:08:44+00:00,2026-06-08T10:08:48.824190+00:00,4.82,"['df -m', 'df -m', 'df -m', 'du -d 2', 'find /tmp -ctime 0 -type d', 'find /opt -type s']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",6,0,benign,[],generated,train,dba,home,db,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-08 10:08:44+00:00,2026-06-08 10:08:48.824190+00:00,4.82,10,0,0,6,0.6666666666666666,10.833333333333334,1.792481250360578,0,0,0,0,0,0,0,0,0,1,1,0.0
gen-cf052461874db4a6d057ab85,karim,p_dba,10.20.20.192,10.10.20.10,db-prod-01,2026-06-12T08:53:01+00:00,2026-06-12T08:53:08.102350+00:00,7.1,"[""grep -l 'hostname' *"", 'df -a', ""grep -l 'hostname' *"", 'cat -E file.txt', ""grep 'ERROR' file.txt"", ""grep -l 'hostname' *"", ""grep -l 'hostname' *"", ""grep -l 'hostname' *""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-12 08:53:01+00:00,2026-06-12 08:53:08.102350+00:00,7.1,8,0,0,8,0.5,17.625,1.5487949406953985,0,0,0,0,0,0,0,0,0,1,1,0.0
gen-6d7168e9705a501c11310c8b,karim,p_dba,10.20.20.192,10.10.20.10,db-prod-01,2026-06-15T08:58:46+00:00,2026-06-15T08:58:49.887063+00:00,3.89,"['find /tmp -maxdepth 1 -type f', 'find . -maxdepth 3 -ls', 'find /tmp -maxdepth 1 -type f', 'ps']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",4,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-15 08:58:46+00:00,2026-06-15 08:58:49.887063+00:00,3.89,8,0,0,4,0.75,20.5,1.5,0,0,0,0,0,0,0,0,0,1,1,0.0
gen-ce3fde9a12aa5ab47e59a0d1,karim,p_dba,10.20.20.192,10.10.20.10,db-prod-01,2026-06-17T12:39:03+00:00,2026-06-17T12:39:12.977504+00:00,9.98,"['du -d 2 /var/lib', 'du -d 2 /var/lib', 'du -d 2 /var/lib', 'du -d 2 /var/lib', 'ls', 'du -B 32T', 'cat -v file.txt', ""grep '^INFO' log.txt"", 'ls', 'du -d 2 /var/lib', ""grep '2023-06-10' *.log""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",11,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-17 12:39:03+00:00,2026-06-17 12:39:12.977504+00:00,9.98,12,0,0,11,0.5454545454545454,13.727272727272727,2.222191575506678,0,0,0,0,0,0,0,0,0,2,1,0.1654270339962668
gen-701dadb01d96dc532344ec54,karim,p_dba,10.20.20.192,10.10.20.13,db-stg-01,2026-06-15T10:59:03+00:00,2026-06-15T10:59:09.806579+00:00,6.81,"['find /var -type f -links 1', 'df -h --output=target,pcent', 'find /var -type f -links 1', 'find /home -type l', 'du -ah /etc', ""grep 'error' access.log"", 'find /var -type f -links 1', 'find /home -type l', 'find /var -path ""*/cache"" -prune -o -type f -print']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",9,0,benign,[],generated,train,dba,home,db,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-15 10:59:03+00:00,2026-06-15 10:59:09.806579+00:00,6.81,10,0,0,9,0.6666666666666666,25.0,2.4193819456463714,0,0,0,0,0,0,0,0,0,1,1,0.0
gen-3864bf75dbd7b4b4ea440cc9,karim,p_dba,10.20.20.192,10.10.20.13,db-stg-01,2026-06-03T05:11:18+00:00,2026-06-03T05:11:24.182332+00:00,6.18,"[""grep -c 'error' *.log"", 'du -l', 'du -c /var', 'du -c /var', 'du -c /var', ""grep -E '[0-9]+\\.[0-9]+\\.[0-9]+\\.[0-9]+' access.log"", 'find /data -user root -a -group root', 'ls', 'df -h --output=source,used']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",9,0,benign,[],generated,train,dba,home,db,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-03 05:11:18+00:00,2026-06-03 05:11:24.182332+00:00,6.18,5,1,0,9,0.7777777777777778,19.0,2.6416041678685938,0,0,0,0,0,0,0,0,0,1,1,0.0
gen-397574330b5ed14871ab4711,karim,p_dba,10.20.20.192,10.10.20.10,db-prod-01,2026-06-24T09:09:02+00:00,2026-06-24T09:09:10.900577+00:00,8.9,"[""grep '^#' script.sh"", 'du -B 8T', 'find /var -perm /g=w', 'find /var -perm /g=w', 'du --time=atime --time-style=+%Y-%m-%d', 'find /var -perm /g=w', 'find /home -uid 1000', 'du -B 8T', 'df -h --output=source,fstype,used', 'du -B 256T', 'du -BG /opt']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",11,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-24 09:09:02+00:00,2026-06-24 09:09:10.900577+00:00,8.9,9,0,0,11,0.7272727272727273,18.818181818181817,2.8453509366224368,0,0,0,0,0,0,0,0,0,2,1,0.14144054254182067
gen-ecb697a2fe1be3e9bee1dc65,karim,p_dba,10.20.20.192,10.10.20.10,db-prod-01,2026-06-29T10:48:03+00:00,2026-06-29T10:48:11.134289+00:00,8.13,"['find /var -path ""*/.cache"" -prune -o -type f -print', 'find /var -path ""*/.cache"" -prune -o -type f -print', 'find /var -path ""*/.cache"" -prune -o -type f -print', ""grep -l 'kernel' *.log"", 'ps', 'du -B 512M', 'du -B 100K', 'du -B 512M']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-29 10:48:03+00:00,2026-06-29 10:48:11.134289+00:00,8.13,10,0,0,8,0.625,25.875,2.1556390622295662,0,0,0,0,0,0,0,0,0,3,1,0.24096783080307263
gen-709de505046b96f976751903,karim,p_dba,10.20.20.192,10.10.20.10,db-prod-01,2026-06-13T06:17:42+00:00,2026-06-13T06:17:45.118703+00:00,3.12,"['du -B 16G', 'du -B 32G', 'df -h | sort -k 1', 'df -h | sort -k 1']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",4,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-13 06:17:42+00:00,2026-06-13 06:17:45.118703+00:00,3.12,6,1,1,4,0.75,13.0,1.5,0,0,0,0,0,0,0,0,0,1,1,0.0
gen-09db40a9a793eb811d4c5eb7,karim,p_dba,10.20.20.192,10.10.20.13,db-stg-01,2026-06-29T09:11:16+00:00,2026-06-29T09:11:19.434559+00:00,3.43,"[""grep '^$' file.txt"", 'df -h --output=source,fstype,size', ""grep '^$' file.txt"", 'du -ah /etc']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",4,0,benign,[],generated,train,dba,home,db,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-29 09:11:16+00:00,2026-06-29 09:11:19.434559+00:00,3.43,9,0,0,4,0.75,20.0,1.5,0,0,0,0,0,0,0,0,0,3,1,0.24417563365186545
gen-cedb5488362387b49be9ec86,karim,p_dba,10.20.20.192,10.10.50.27,backup-01,2026-06-22T10:41:27+00:00,2026-06-22T10:41:36.579639+00:00,9.58,"[""grep 'error' log.txt"", 'du -h /home', 'du -ah', 'du -B 4G', 'du -ah', 'du -k', ""grep 'error' log.txt"", 'du -B 4G', 'du -h /home', 'du -k', 'df -h --output=source,size,pcent']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",11,0,benign,[],generated,train,dba,home,infra,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-22 10:41:27+00:00,2026-06-22 10:41:36.579639+00:00,9.58,10,0,0,11,0.5454545454545454,12.0,2.550340709546388,0,0,0,0,0,0,0,0,0,2,1,0.15109697051711368
gen-70e684748534bd7686423a80,karim,p_dba,10.20.20.192,10.10.30.17,web-stg-02,2026-06-25T10:59:14+00:00,2026-06-25T10:59:19.119813+00:00,5.12,"[""df -hT | grep 'ext4'"", 'find /var -mindepth 1 -type d', ""df -hT | grep 'ext4'"", 'find /tmp -maxdepth 1 -type f', 'du -h --exclude=""/var/log"" /var']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",5,0,benign,[],generated,train,dba,home,web,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-25 10:59:14+00:00,2026-06-25 10:59:19.119813+00:00,5.12,10,0,0,5,0.8,25.8,1.9219280948873623,0,0,0,0,0,0,0,0,0,2,1,0.13503620280212764
gen-814961366bc822f46893a38a,karim,p_dba,10.20.20.192,10.10.20.10,db-prod-01,2026-06-22T10:50:26+00:00,2026-06-22T10:50:34.117837+00:00,8.12,"['df -h --output=source,fstype,pcent', 'df -h --output=source,fstype,pcent', 'df -h --output=source,fstype,pcent', 'df -h --output=source,fstype,pcent', 'du -h --threshold=500M', 'df -h --output=source,fstype,pcent', 'ps', ""grep -v 'tmp' filelist.txt""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-22 10:50:26+00:00,2026-06-22 10:50:34.117837+00:00,8.12,10,0,0,8,0.5,27.5,1.5487949406953985,0,0,0,0,0,0,0,0,0,2,1,0.1460942501201363
gen-b6448d243dcead918e93abd2,karim,p_dba,10.20.20.192,10.10.20.10,db-prod-01,2026-06-23T09:02:53+00:00,2026-06-23T09:02:57.799592+00:00,4.8,"['find /home -mtime +7 -type f', 'du -0', 'du -0', 'find /home -mtime +7 -type f', 'df -h | sort -k 4 -h']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",5,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-23 09:02:53+00:00,2026-06-23 09:02:57.799592+00:00,4.8,9,0,0,5,0.6,17.2,1.5219280948873621,0,0,0,0,0,0,0,0,0,2,1,0.14372616993938178
gen-f41978cd2daca88bc1de6d58,karim,p_dba,10.20.20.192,10.10.20.10,db-prod-01,2026-06-01T09:23:43+00:00,2026-06-01T09:23:52.535112+00:00,9.54,"[""grep 'def' *.py"", 'find /var -mindepth 2 -type f', ""grep '[0-9]' data.txt"", ""grep '[0-9]' data.txt"", ""grep 'home' /etc/fstab"", 'find /var -iregex "".*[0-9]{4}\\.txt""', 'cat *.txt', 'gzip', 'df -k', 'df -h --output=source,itotal', 'du -h --exclude=""*.conf"" /etc']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",11,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-01 09:23:43+00:00,2026-06-01 09:23:52.535112+00:00,9.54,9,0,0,11,0.9090909090909091,19.818181818181817,3.2776134368191157,0,0,0,0,0,0,1,1,0,0,1,0.0
gen-230681aadd500d6b163cb529,karim,p_dba,10.20.20.192,10.10.20.10,db-prod-01,2026-06-06T11:51:12+00:00,2026-06-06T11:51:21.998363+00:00,10.0,"[""grep 'error' access.log"", 'df /dev/sda1', 'du -B 4M', 'du -B 8P', 'df /dev/sda1', 'du -B 4M', 'du -B 500', 'du -B 4M', 'df -t xfs', 'find . -type d | ls -R', 'du -B 8P', 'find /home -size 50M']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",12,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-06 11:51:12+00:00,2026-06-06 11:51:21.998363+00:00,10.0,11,0,1,12,0.6666666666666666,12.25,2.8553885422075336,0,0,0,0,0,0,0,0,0,1,1,0.0
gen-21bd1db7485873c17f297630,karim,p_dba,10.20.20.192,10.10.20.10,db-prod-01,2026-06-26T09:12:53+00:00,2026-06-26T09:13:01.570642+00:00,8.57,"['find . -maxdepth 3 -ls', 'df -h --output=source,fstype', 'du -B 500', 'find . -maxdepth 3 -ls', 'du -B 8K', 'find /data -size +2G -type d', 'gzip', 'find . -maxdepth 3 -ls', ""grep '2023-06-10' *.log""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",9,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-26 09:12:53+00:00,2026-06-26 09:13:01.570642+00:00,8.57,9,0,0,9,0.7777777777777778,18.444444444444443,2.6416041678685938,0,0,0,0,0,0,0,0,0,3,2,0.2617272754910313
gen-51a3d21bf4d1183f76f8ef17,karim,p_dba,10.20.20.192,10.10.20.13,db-stg-01,2026-06-08T11:31:50+00:00,2026-06-08T11:31:58.396009+00:00,8.4,"['du -a --exclude=""/var/backup"" /var', 'df -k', 'df -k', 'df -k', 'sleep', 'df -k', 'find /var -iregex "".*[0-9]{4}\\.txt""', 'df -k', 'find /opt -path ""*/tmp"" -prune -o -type f -print']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",9,0,benign,[],generated,train,dba,home,db,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-08 11:31:50+00:00,2026-06-08 11:31:58.396009+00:00,8.4,11,0,0,9,0.5555555555555556,16.333333333333332,1.879964948727111,0,0,0,0,0,0,0,0,0,1,1,0.0
gen-0bae4fc1d18ad3caa2e25753,karim,p_dba,10.20.20.192,10.10.20.13,db-stg-01,2026-06-29T08:26:03+00:00,2026-06-29T08:26:08.285308+00:00,5.29,"['cp', ""df -h | awk '$5+0 < 20'"", 'df -h --output=source,pcent', 'cat <(echo line1) <(echo line2)', 'df -h --output=source,pcent', ""df -h | awk '$5+0 < 20'""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",6,0,benign,[],generated,train,dba,home,db,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-29 08:26:03+00:00,2026-06-29 08:26:08.285308+00:00,5.29,8,0,0,6,0.6666666666666666,22.166666666666668,1.9182958340544896,0,0,0,0,0,0,0,0,0,3,1,0.24747812042302308
gen-12ea78901397477015bd18ba,karim,p_dba,10.20.20.192,10.10.20.13,db-stg-01,2026-06-30T08:15:00+00:00,2026-06-30T08:15:09.983098+00:00,9.98,"['du -B 1T', 'find /tmp -not -size 0', 'du --threshold=-100K', 'find /var -type f -links 1', 'du -B 1T', 'ls', ""df -hT | grep 'ext4'"", 'du --threshold=-100K', 'find /var -type f -a -size +1M', 'find /etc -perm /u+x', 'du -0', 'find /var -type f -a -size +1M', 'df -m', 'du --threshold=-100K']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",14,0,benign,[],generated,train,dba,home,db,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-30 08:15:00+00:00,2026-06-30 08:15:09.983098+00:00,9.98,8,0,0,14,0.7142857142857143,16.857142857142858,3.1820058147602133,0,0,0,0,0,0,0,0,0,4,2,0.34298056312097347
gen-68054a24f785dcc138e591c4,karim,p_dba,10.20.20.192,10.10.20.10,db-prod-01,2026-06-29T11:20:27+00:00,2026-06-29T11:20:30.149097+00:00,3.15,"['df -x devtmpfs', 'ls', 'find /srv -type c', 'find /srv -type c', 'cat -v file.txt']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",5,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-29 11:20:27+00:00,2026-06-29 11:20:30.149097+00:00,3.15,11,0,0,5,0.8,13.0,1.9219280948873623,0,0,0,0,0,0,0,0,0,4,2,0.3516698324441846
gen-7d1d3494cb712efd8ffa1194,karim,p_dba,10.20.20.192,10.10.20.13,db-stg-01,2026-06-08T10:39:53+00:00,2026-06-08T10:40:01.631565+00:00,8.63,"['du -B 2P', 'find /opt -size +500k -name ""*.log""', ""grep '[0-9]' data.txt"", ""grep 'home' /etc/fstab"", 'df -h', 'find /srv -type f -print | sort', 'find /opt -size +500k -name ""*.log""', 'find /opt -type f -size +10M', 'df -h', 'find /opt -size +500k -name ""*.log""', ""grep '[0-9]' data.txt""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",11,0,benign,[],generated,train,dba,home,db,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,SSH,1,2026-06-08 10:39:53+00:00,2026-06-08 10:40:01.631565+00:00,8.63,10,0,0,11,0.6363636363636364,22.363636363636363,2.6635327548042547,0,0,0,0,0,0,0,0,0,1,1,0.0
