session_id,user,account,client_ip,target_ip,target_hostname,session_start,session_end,duration_sec,commands,event_types,raw_event_count,file_transfer_bytes,label,tactics,source,split,persona,ip_source,target_group,target_criticality,identity_is_synthetic,ip_is_synthetic,ts_is_synthetic,real_user,real_client_ip,real_target_ip,real_target_hostname,mitre,composition,attack_command_count,campaign_id,protocol,has_command_telemetry,start_time,end_time,duration_sec_feat,start_hour,off_hours_flag,is_weekend,command_count,unique_command_ratio,avg_command_length,command_entropy,flag_cred_access,flag_privesc,flag_persistence,flag_log_tamper,flag_recon,flag_exfil,new_source_ip_for_user,new_source_ip_globally,ip_foreign_to_user,distinct_source_ips_prior,distinct_source_ips_24h,source_ip_entropy
gen-a8abae77d2cd55c83eb69878,omar,p_dba,10.20.20.23,10.10.20.11,db-prod-02,2026-06-08T07:57:31+00:00,2026-06-08T07:57:38.035197+00:00,7.04,"['grep -E \'HTTP/1.1"" [4-5][0-9]{2}\' access.log', 'du -h --exclude=""*.conf"" /etc', 'grep -E \'HTTP/1.1"" [4-5][0-9]{2}\' access.log', ""grep 'error' log.txt"", 'grep -E \'HTTP/1.1"" [4-5][0-9]{2}\' access.log', 'ls', 'grep -E \'HTTP/1.1"" [4-5][0-9]{2}\' access.log', 'du -ab']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-08 07:57:31+00:00,2026-06-08 07:57:38.035197+00:00,7.04,7,1,0,8,0.625,29.125,2.0,0,0,0,0,0,0,0,0,0,8,3,0.6123140472881827
gen-a0d0e47bbcf1399d3ffb34e6,yassine,p_dev,10.20.10.87,10.10.40.19,dev-02,2026-06-19T23:09:47+00:00,2026-06-19T23:10:33.359430+00:00,46.36,"['python3', 'python3', 'python3', 'python3', 'grep -i ""PASS"" ""/tmp/T1003.007.bin""', 'python3', 'python3', 'awk \'{print $1"",""$2"",""$3}\' data.txt', ""grep -r 'ssh' ~"", 'python3', 'git']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",11,0,attack,['cred_access'],generated,train,dev,home,dev,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,['T1003.007'],buried,1,camp-7019dd43,SSH,1,2026-06-19 23:09:47+00:00,2026-06-19 23:10:33.359430+00:00,46.36,23,1,0,11,0.45454545454545453,12.454545454545455,1.6729330318733675,0,0,0,0,0,0,0,0,0,24,3,2.1192949358034836
gen-c7f9eb2a190183e76eae3341,leila,bastionsvc,10.20.40.78,10.10.30.17,web-stg-02,2026-06-17T10:36:59+00:00,2026-06-17T10:37:07.771126+00:00,8.77,"['ls -t | head -n 3', 'cp', 'du -h --max-depth=1 /sbin', 'ls -t | head -n 3', 'free -h -o', 'cd /usr/share/perl5', 'ls /', 'ls --color=none ~', 'free -h -o', 'ls -l ~/Downloads', 'ls -t | head -n 3']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",11,0,benign,[],generated,train,admin,home,web,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-17 10:36:59+00:00,2026-06-17 10:37:07.771126+00:00,8.77,10,0,0,11,0.7272727272727273,14.090909090909092,2.8453509366224368,0,0,0,0,0,0,0,0,0,39,5,2.130171778249632
gen-829e617f74e1a99f56512c86,hamza,p_dba,10.20.20.92,10.10.50.28,mon-01,2026-06-29T09:05:23+00:00,2026-06-29T09:05:30.081505+00:00,7.08,"['ls', 'du --exclude=""*.log"" --exclude=""*.tmp""', 'ls', 'ls', 'find /data -regex "".*/backup_[0-9]+\\.tar\\.gz""', ""grep '2023-06-10' *.log"", 'du -h /home', 'find /srv -not -user root']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dba,home,infra,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-29 09:05:23+00:00,2026-06-29 09:05:30.081505+00:00,7.08,9,0,0,8,0.75,18.5,2.4056390622295662,0,0,0,0,0,0,0,0,0,59,6,1.3770403498706134
gen-f8dc4d6e430f10b5b0e75760,omar,p_dba,10.20.20.23,10.10.20.10,db-prod-01,2026-06-05T10:45:43+00:00,2026-06-05T10:45:54.334115+00:00,11.33,"['du -B 64K', ""grep -E '\\bnet\\w*' logs/*.txt"", 'du -B 64K', 'du -B 64K', 'du -B 32T', 'du -B 64K', ""grep 'ssh' /var/log/messages"", 'sleep', 'du -a --max-depth=1 /etc', 'du -B 64K', 'grep CRON /var/log/syslog', 'grep CRON /var/log/syslog', 'du -B 2G', 'ps']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",14,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-05 10:45:43+00:00,2026-06-05 10:45:54.334115+00:00,11.33,10,0,0,14,0.6428571428571429,14.285714285714286,2.8352377453121176,0,0,0,0,0,0,0,0,0,6,3,0.4775970273079273
gen-6791dff899ddc50325ffa2a3,asma,p_audit,10.20.30.100,10.10.50.27,backup-01,2026-06-15T12:06:46+00:00,2026-06-15T12:06:52.279580+00:00,6.28,"['ls -d /.*', 'find /home -type f -links +1', 'ls -d /.*', 'last', 'find /home -regex "".*/[A-Z]{3}[0-9]{2}\\.csv""', ""grep 'ssh' /etc/services"", 'ls -lRhtr']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",7,0,benign,[],generated,train,auditor,home,infra,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-15 12:06:46+00:00,2026-06-15 12:06:52.279580+00:00,6.28,12,0,0,7,0.8571428571428571,18.142857142857142,2.521640636343318,0,0,0,0,1,0,0,0,0,13,1,1.0436791977189228
gen-69f35b2d4580dac20818c965,ghita,p_dev,10.20.10.149,10.10.30.17,web-stg-02,2026-06-01T09:21:24+00:00,2026-06-01T09:21:27.786518+00:00,3.79,"['find /home -mtime +7 -type f', 'awk \'{print $1 ""-"" $3}\' file.txt', 'find /var -xtype l', 'find /tmp -not -newer /tmp/marker']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",4,0,benign,[],generated,train,dev,home,web,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-01 09:21:24+00:00,2026-06-01 09:21:27.786518+00:00,3.79,9,0,0,4,1.0,27.75,2.0,0,0,0,0,0,0,1,1,0,0,1,0.0
gen-3d804d1ec7d1728d1eaca8dd,hamza,p_dba,10.20.20.92,10.10.20.11,db-prod-02,2026-06-08T09:01:24+00:00,2026-06-08T09:01:27.257218+00:00,3.26,"['cat file1.txt file2.txt', 'du -B 5G', 'ls', 'df -B1']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",4,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-08 09:01:24+00:00,2026-06-08 09:01:27.257218+00:00,3.26,9,0,0,4,1.0,9.75,2.0,0,0,0,0,0,0,0,0,0,21,4,1.325818049822544
gen-7c00334428fda294f82aad36,karim,p_dba,10.20.20.192,10.10.20.10,db-prod-01,2026-06-29T12:01:54+00:00,2026-06-29T12:02:04.343776+00:00,10.34,"['du --time=atime', 'find /tmp \\( -size +1M -o -size -1k \\)', 'cat *.txt', 'du --time=atime', 'find /data -user root -a -group root', 'cat *.txt', 'cat *.txt', 'ps', 'find /var -gid 100', 'find /tmp -ctime 0 -type d', ""df -h | grep '/home'"", ""grep 'timeout' config.ini""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",12,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-29 12:01:54+00:00,2026-06-29 12:02:04.343776+00:00,10.34,12,0,0,12,0.75,18.5,3.0220552088742005,0,0,0,0,0,0,0,0,0,44,7,1.339360149013224
gen-2a9cb6fbc3d5fa8caf294dfb,yassine,p_dev,10.20.10.174,10.10.40.19,dev-02,2026-06-24T11:49:25+00:00,2026-06-24T11:49:28.292694+00:00,3.29,"[""awk 'NR % 2 == 0' file.txt"", ""grep -v 'debug' output.txt"", ""grep 'token' *.json"", ""awk 'NR % 2 == 0' file.txt""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",4,0,benign,[],generated,train,dev,home,dev,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-24 11:49:25+00:00,2026-06-24 11:49:28.292694+00:00,3.29,11,0,0,4,0.75,24.25,1.5,0,0,0,0,0,0,0,0,0,28,2,2.1701924586303223
gen-9124704b198fac4786728514,leila,bastionsvc,10.20.40.166,10.10.30.17,web-stg-02,2026-06-03T08:43:11+00:00,2026-06-03T08:43:17.131881+00:00,6.13,"['du -B 32T', 'cd /usr/share/mime', 'du -m /var', 'free -g -o', 'ls -ltu', 'ls -ltc', 'cd /usr/local/opt', 'du --time=atime --time-style=+%Y-%m-%d']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,admin,home,web,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-03 08:43:11+00:00,2026-06-03 08:43:17.131881+00:00,6.13,8,0,0,8,1.0,14.5,3.0,0,0,0,0,0,0,0,0,0,7,3,1.7668311194668862
gen-c4cb15b348998ac2f7d4510b,karim,p_dba,10.20.20.192,10.10.20.10,db-prod-01,2026-06-29T09:40:16+00:00,2026-06-29T09:40:26.935042+00:00,10.94,"['find /home -regex "".*/[A-Z]{3}[0-9]{2}\\.csv""', 'du --time --time-style=full-iso', ""df -h | grep '/dev/sda'"", 'du -h --exclude=""*.bak"" /var', 'find /home -regex "".*/[A-Z]{3}[0-9]{2}\\.csv""', 'find /opt -size +500k -name ""*.log""', 'find /home -regex "".*/[A-Z]{3}[0-9]{2}\\.csv""', ""df -h | grep '/dev/sda'"", ""grep -r 'ssh' ~"", ""grep -E '\\bnet\\w*' logs/*.txt"", 'find /home -regex "".*/[A-Z]{3}[0-9]{2}\\.csv""', ""df -h | grep '/dev/sda'"", 'find /var -size +100M', 'du --time --time-style=full-iso']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",14,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-29 09:40:16+00:00,2026-06-29 09:40:26.935042+00:00,10.94,9,0,0,14,0.5714285714285714,31.071428571428573,2.753434386188785,0,0,0,0,0,0,0,0,0,41,4,1.2875300723951233
gen-9ff3796b1bc071f367b030ef,reda,bastionsvc,10.20.40.74,10.10.50.28,mon-01,2026-06-02T11:10:41+00:00,2026-06-02T11:10:52.803442+00:00,11.8,"['who', 'who', 'du -a --max-depth=2 /etc', 'du -B 1Z', 'who', 'cd /var/log/dpkg', 'ls -lat /etc', 'cd /var/mail', 'who', 'cd /var/log/dpkg', 'curl --version', 'cd /var/log/dpkg']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",12,0,benign,[],generated,train,admin,home,infra,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-02 11:10:41+00:00,2026-06-02 11:10:52.803442+00:00,11.8,11,0,0,12,0.5833333333333334,10.833333333333334,2.5220552088742005,0,0,0,0,1,0,0,0,0,3,2,0.5907239186406502
gen-3a2050c2cd2f1dcfd9f87394,reda,bastionsvc,10.20.40.74,10.10.30.15,web-prod-02,2026-06-12T07:54:13+00:00,2026-06-12T07:54:17.251430+00:00,4.25,"['cd /usr/local/tmp', 'du -0', 'du -0', 'df -h | sort -k 5 -h', 'du -0', 'cd /usr/local/tmp']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",6,0,benign,[],generated,train,admin,home,web,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-12 07:54:13+00:00,2026-06-12 07:54:17.251430+00:00,4.25,7,1,0,6,0.5,11.5,1.4591479170272448,0,0,0,0,0,0,0,0,0,14,5,0.8564069128170098
gen-6d5d789501106177d7ee2a1e,sara,bastionsvc,10.20.30.153,10.10.20.11,db-prod-02,2026-06-09T15:55:11+00:00,2026-06-09T15:56:42.141901+00:00,91.14,"['curl --version', 'ls -d /p*/', 'ls -X /usr/include', 'ls -X /usr/include', 'uname -a >> /tmp/T1082.txt', 'free --tebi', 'ls -X /usr/include', 'who']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,attack,['recon'],generated,train,admin,wrong_team_subnet,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,['T1082'],buried,1,camp-2552ad24,SSH,1,2026-06-09 15:55:11+00:00,2026-06-09 15:56:42.141901+00:00,91.14,15,0,0,8,0.75,14.75,2.4056390622295662,0,0,0,0,1,0,1,0,1,19,5,1.1417693355075202
gen-7339000c3f6689d5db624724,reda,p_admin,10.20.40.74,10.10.30.15,web-prod-02,2026-06-29T13:58:10+00:00,2026-06-29T13:58:15.591201+00:00,5.59,"['free -m -t', 'free -m -t', 'df -h --output=source,itotal', 'ls -laF', 'cd /var/log/fsck', 'free -w']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",6,0,benign,[],generated,train,admin,home,web,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-29 13:58:10+00:00,2026-06-29 13:58:15.591201+00:00,5.59,13,0,0,6,0.8333333333333334,13.0,2.2516291673878226,0,0,0,0,0,0,0,0,0,35,4,1.025013457139332
gen-28140ded5923471a5fc3c501,hamza,p_dba,10.20.20.92,10.10.50.28,mon-01,2026-06-15T06:59:08+00:00,2026-06-15T06:59:11.966469+00:00,3.97,"[""grep 'alias' ~/.bashrc"", ""grep 'alias' ~/.bashrc"", 'df -h --output=source,pcent', 'cat <(ls /etc) <(ls /usr)', 'du -m /var']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",5,0,benign,[],generated,train,dba,home,infra,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-15 06:59:08+00:00,2026-06-15 06:59:11.966469+00:00,3.97,6,1,0,5,0.8,21.2,1.9219280948873623,0,0,0,0,0,0,0,0,0,33,1,1.3108151189569504
gen-7dfbdde93a9d6478ce915d73,amine,p_audit,10.20.30.162,10.10.50.28,mon-01,2026-06-11T14:21:57+00:00,2026-06-11T14:21:59.251876+00:00,2.25,"['find /var -iregex "".*[0-9]{4}\\.txt""', 'find /opt -fstype ext4', 'find /var -mindepth 2 -type f', 'find /opt -fstype ext4']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",4,0,benign,[],generated,train,auditor,home,infra,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-11 14:21:57+00:00,2026-06-11 14:21:59.251876+00:00,2.25,14,0,0,4,0.75,27.0,1.5,0,0,0,0,0,0,0,0,0,26,5,1.5426785737180633
gen-6a53990d80e1caa2db3ceb9f,yassine,p_dev,10.20.10.174,10.10.40.19,dev-02,2026-06-29T11:25:24+00:00,2026-06-29T11:25:36.159964+00:00,12.16,"['find /var -type f -a -size +1M', ""awk -F'@' '{print $2}' emails.txt"", 'find /var -type f -a -size +1M', 'find /var -type f -a -size +1M', 'find /var -type f -a -size +1M', 'find /var -type f -a -size +1M', 'find /home -path ""*/.svn"" -prune -o -type f -print', ""awk -F'@' '{print $2}' emails.txt"", ""awk '{$2 += 100; print}' file.txt"", ""awk '{print toupper($1)}' file.txt"", ""grep 'TODO' *.py"", ""grep 'summary' *.txt"", 'gzip']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",13,0,benign,[],generated,train,dev,home,dev,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-29 11:25:24+00:00,2026-06-29 11:25:36.159964+00:00,12.16,11,0,0,13,0.6153846153846154,28.692307692307693,2.6535442970305683,0,0,0,0,0,0,0,0,0,34,4,2.229302921692809
gen-446e757cb257d392784dc164,omar,p_dba,10.20.20.23,10.10.20.12,db-prod-03,2026-06-29T11:41:26+00:00,2026-06-29T11:41:33.128592+00:00,7.13,"['du -h --exclude=""*/backup"" /opt', 'du -h --exclude=""*/backup"" /opt', ""grep 'timeout' config.ini"", 'df -h --output=source,fstype', 'du -h --exclude="".ssh"" /root', 'df -h --output=source,fstype,target', ""grep -w 'disk' /var/log/syslog"", ""grep -E '^[0-9]+$' numbers.txt""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-29 11:41:26+00:00,2026-06-29 11:41:33.128592+00:00,7.13,11,0,0,8,0.875,29.75,2.75,0,0,0,0,0,0,0,0,0,49,8,1.1271710510097401
gen-8abd42e47de5bf3f0b831978,reda,bastionsvc,10.20.40.74,10.10.50.27,backup-01,2026-06-29T06:23:37+00:00,2026-06-29T06:23:42.036040+00:00,5.04,"['ls -C', 'cd /usr/share/locale', 'cd /usr/share/locale', 'ls -C', 'ls -C', 'who']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",6,0,benign,[],generated,train,admin,home,infra,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-29 06:23:37+00:00,2026-06-29 06:23:42.036040+00:00,5.04,6,1,0,6,0.5,9.666666666666666,1.4591479170272448,0,0,0,0,1,0,0,0,0,34,3,1.0414673118579458
gen-02a1e8bfdd3b5897c2088791,yassine,p_dev,10.20.10.174,10.10.40.19,dev-02,2026-06-25T18:11:54+00:00,2026-06-25T18:12:03.347242+00:00,9.35,"['find /opt -fstype ext4', 'find /srv -type c', 'echo """" >> /etc/systemd/system/art-systemd-service.service', ""grep '^//' main.c"", ""grep '^#!/bin/bash' *.sh""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",5,0,attack,['persistence'],generated,train,dev,home,dev,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,['T1543.002'],buried,1,camp-f199c50a,SSH,1,2026-06-25 18:11:54+00:00,2026-06-25 18:12:03.347242+00:00,9.35,18,1,0,5,1.0,27.6,2.321928094887362,0,0,1,0,0,0,0,0,0,28,2,2.135221057332605
gen-4f40f0191773bb2c8278fba2,amine,p_audit,10.20.30.162,10.10.40.23,build-01,2026-06-17T01:11:00+00:00,2026-06-17T01:12:09.581379+00:00,69.58,"['ls -tr /opt', 'find /home -not -name ""*.bak""', 'find /home -not -name ""*.bak""', 'ls -ltc', 'find /home -user alice', 'last', 'find /home -user alice', 'hostname', 'last', 'cat /dev/urandom | head -c 16', ""grep '\\[.*\\]' log.txt"", ""grep -E '([0-9a-fA-F]{1,4}:){7}[0-9a-fA-F]{1,4}' logfile.txt"", 'last']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",13,0,attack,"['log_tamper', 'cred_access']",generated,train,auditor,home,dev,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,['T1070.003'],buried,1,camp-0872032f,SSH,1,2026-06-17 01:11:00+00:00,2026-06-17 01:12:09.581379+00:00,69.58,1,1,0,13,0.6923076923076923,19.23076923076923,3.0269868333592873,0,0,0,0,1,0,0,0,0,32,4,1.3689010650987472
gen-c71a13883f077d047264d86d,reda,bastionsvc,10.20.40.74,10.10.50.28,mon-01,2026-06-15T05:23:08+00:00,2026-06-15T05:23:19.417772+00:00,11.42,"['du -B 1Y', 'ls ~ ..', 'curl --version', 'curl --version', 'free -b -t', 'du -B 1Y', 'du -B 1Y', 'ls -laSh', 'free -g -o', 'curl --version', 'curl --version', 'ls -laSh', 'uptime']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",13,0,benign,[],generated,train,admin,home,infra,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-15 05:23:08+00:00,2026-06-15 05:23:19.417772+00:00,11.42,5,1,0,13,0.5384615384615384,9.923076923076923,2.5654483718208256,0,0,0,0,0,0,0,0,0,15,1,0.8483445832132253
gen-600c8bc010f3f41ff2020876,youssef,p_dev,10.20.10.137,10.10.20.12,db-prod-03,2026-06-22T09:54:32+00:00,2026-06-22T09:54:39.203448+00:00,7.2,"[""awk '{$2 += 100; print}' file.txt"", 'find /var -perm /g=w', 'find /var -perm /g=w', 'python3', ""awk -F',' '{print $2}' file.csv"", 'find /opt -not -iname ""*.tmp""', ""awk '{a[NR]=$0} END {for (i=NR-4;i<=NR;i++) print a[i]}' file.txt"", 'sed', 'cd']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",9,0,benign,[],generated,train,dev,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-22 09:54:32+00:00,2026-06-22 09:54:39.203448+00:00,7.2,9,0,0,9,0.8888888888888888,23.333333333333332,2.94770277922009,0,0,0,0,0,0,0,0,0,9,3,0.8018020796372294
gen-ea29b6f4ecc934f10bdfa09e,mehdi,p_audit,10.20.30.153,10.10.40.19,dev-02,2026-06-12T15:36:54+00:00,2026-06-12T15:37:02.085469+00:00,8.09,"['ls -l ~/Downloads/*.zip', 'ls -l ~/Downloads/*.zip', 'ls -l ~/Downloads/*.zip', 'ls -lSh /tmp', 'cat *.txt', 'cat *.txt', 'ls -1', 'ls -lt --time=atime', 'ls -l ~/Downloads/*.zip', 'ls -A', 'uptime']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",11,0,benign,[],generated,train,auditor,home,dev,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-12 15:36:54+00:00,2026-06-12 15:37:02.085469+00:00,8.09,15,0,0,11,0.6363636363636364,14.272727272727273,2.550340709546388,0,0,0,0,0,0,0,0,0,14,2,1.724268027808232
gen-8de7db1a84e6a5f3bdc863ca,sara,bastionsvc,10.20.40.189,10.10.50.27,backup-01,2026-06-15T02:48:32+00:00,2026-06-15T02:48:37.570138+00:00,5.57,"['du -ch', 'free -b -o', 'systemctl', 'who', 'who', 'who']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",6,0,benign,[],generated,train,admin,home,infra,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-15 02:48:32+00:00,2026-06-15 02:48:37.570138+00:00,5.57,2,1,0,6,0.6666666666666666,5.666666666666667,1.792481250360578,0,0,0,0,1,0,0,0,0,27,2,1.2499283946153232
gen-cf6fdbdf8874a0eec881f664,leila,p_admin,10.99.21.239,10.10.50.27,backup-01,2026-06-08T08:29:50+00:00,2026-06-08T08:29:57.643892+00:00,7.64,"['uptime', 'cd -', 'cp', 'du --max-depth=3 /tmp', 'ls -l', 'uptime', 'ls -ld ~.*', 'cd /var/log/dpkg', 'cd /var/log/hp']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",9,0,benign,[],generated,train,admin,vpn,infra,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-08 08:29:50+00:00,2026-06-08 08:29:57.643892+00:00,7.64,8,0,0,9,0.8888888888888888,9.333333333333334,2.94770277922009,0,0,0,0,0,0,1,1,0,14,6,1.8397652333756707
