session_id,user,account,client_ip,target_ip,target_hostname,session_start,session_end,duration_sec,commands,event_types,raw_event_count,file_transfer_bytes,label,tactics,source,split,persona,ip_is_placeholder,ts_is_synthetic,protocol,has_command_telemetry,start_time,end_time,duration_sec_feat,start_hour,off_hours_flag,is_weekend,command_count,unique_command_ratio,avg_command_length,command_entropy,flag_cred_access,flag_privesc,flag_persistence,flag_log_tamper,flag_recon,flag_exfil
gen-746b161a31cc6738f68ae9b7,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-17T08:47:45+00:00,2026-06-17T08:47:51.598347+00:00,6.6,"['git', ""sed ':a;N;$!ba;s/\\n/,/g' file.txt"", 'gzip test_data.json', 'python3', 'awk \'{print $1"",""$2"",""$3}\' data.txt', 'gzip test_data.json', 'cat file.txt | column -t', 'touch ~/lib']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-17 08:47:45+00:00,2026-06-17 08:47:51.598347+00:00,6.6,8,0,0,8,0.875,18.875,2.75,0,0,0,0,0,0
gen-b38046efad4a2b3c386af9dd,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-25T11:48:21+00:00,2026-06-25T11:48:27.181222+00:00,6.18,"['touch /var/www/html/index.html', 'touch /var/www/html/index.html', 'find /var -gid 100', 'cat archive.tar.gz | tar xz', 'find /var -gid 100', 'chmod g+w log.txt', 'bzip2 screenshot.bmp', 'find /home -regex "".*/[A-Z]{3}[0-9]{2}\\.csv""']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-25 11:48:21+00:00,2026-06-25 11:48:27.181222+00:00,6.18,11,0,0,8,0.75,25.5,2.5,0,0,0,0,0,0
gen-1417c2f9eb91731a1eb05b4a,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-07-01T11:31:47+00:00,2026-07-01T11:31:53.117504+00:00,6.12,"[""grep -E '\\b[A-Z]{2,}\\b' text.txt"", 'cat file.txt | column -t', 'bzip2 telemetry.csv', 'cat file.txt | column -t', 'bzip2 telemetry.csv', 'cat file.txt | column -t', 'cat file.txt | column -t', 'cat -v file.txt']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-07-01 11:31:47+00:00,2026-07-01 11:31:53.117504+00:00,6.12,11,0,0,8,0.5,22.625,1.75,0,0,0,0,0,0
gen-75c72fb684a91789b2c027e8,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-25T17:08:03+00:00,2026-06-25T17:08:10.125726+00:00,7.13,"['gzip bigfile.iso', 'find /tmp \\( -user alice -o -user bob \\)', 'find /tmp \\( -user alice -o -user bob \\)', 'cat /proc/version', ""awk '{sum+=$3} END {print sum}' data.txt"", 'cat < file.txt', ""awk '{sum+=$3} END {print sum}' data.txt"", 'find /tmp \\( -user alice -o -user bob \\)']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-25 17:08:03+00:00,2026-06-25 17:08:10.125726+00:00,7.13,17,0,0,8,0.625,30.875,2.1556390622295662,0,0,0,0,0,0
gen-8e2ac3ff3c5dba42cdd8af09,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-08T14:44:48+00:00,2026-06-08T14:44:53.649461+00:00,5.65,"['bzip2 file.dat', 'bzip2 file.dat', 'cd', ""awk '{print NR, $0}' file.txt"", 'cd', ""awk '{print NR, $0}' file.txt"", 'cat file.txt | md5sum', ""awk '{print NR, $0}' file.txt""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-08 14:44:48+00:00,2026-06-08 14:44:53.649461+00:00,5.65,14,0,0,8,0.5,17.5,1.9056390622295665,0,0,0,0,0,0
gen-696929b20513eda8581993cc,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-04T10:03:13+00:00,2026-06-04T10:03:20.302099+00:00,7.3,"[""awk -F',' '{print $2}' file.csv"", ""awk -F',' '{print $2}' file.csv"", 'cd', 'git', 'gzip function.java', 'cat /proc/version', 'cat -n file.txt', 'cd']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-04 10:03:13+00:00,2026-06-04 10:03:20.302099+00:00,7.3,10,0,0,8,0.75,14.875,2.5,0,0,0,0,0,0
gen-a1b7e3d876b874d349599bed,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-10T13:20:43+00:00,2026-06-10T13:20:46.229474+00:00,3.23,"['cat file.txt | unexpand', 'gzip notes.md', 'gzip resume.docx', 'awk \'{printf ""%05d\\n"", $1}\' file.txt']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",4,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-10 13:20:43+00:00,2026-06-10 13:20:46.229474+00:00,3.23,13,0,0,4,1.0,22.0,2.0,0,0,0,0,0,0
gen-b360dfaabe6e9d47f0c0804b,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-29T15:49:55+00:00,2026-06-29T15:50:01.835178+00:00,6.84,"[""awk '{sum += $2} END {print sum}' data.txt"", ""awk '{print $1, $5}' log.txt"", 'gzip README.md', ""awk 'NR==1' file.csv"", 'gzip README.md', 'gzip README.md', 'bzip2 all_logs.log', 'python3']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-29 15:49:55+00:00,2026-06-29 15:50:01.835178+00:00,6.84,15,0,0,8,0.75,19.625,2.4056390622295662,0,0,0,0,0,0
gen-48bfb602bcd2e8eb3f5560cd,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-17T09:06:16+00:00,2026-06-17T09:06:19.421464+00:00,3.42,"['git', 'cd', 'python3', 'cd']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",4,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-17 09:06:16+00:00,2026-06-17 09:06:19.421464+00:00,3.42,9,0,0,4,0.75,3.5,1.5,0,0,0,0,0,0
gen-6986305a5da3f9cf4ed0730d,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-22T15:40:47+00:00,2026-06-22T15:40:54.127626+00:00,7.13,"['gzip test.exe', 'gzip test.exe', 'gzip test.exe', 'cat *.txt', 'awk \'{print $1"",""$2"",""$3}\' data.txt', 'cat file.txt > output.txt', ""awk '/^[0-9]/' file.txt"", 'git']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-22 15:40:47+00:00,2026-06-22 15:40:54.127626+00:00,7.13,15,0,0,8,0.75,16.75,2.4056390622295662,0,0,0,0,0,0
gen-e8f2c584ccca1e14c3b8c80f,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-08T14:56:35+00:00,2026-06-08T14:56:41.621335+00:00,6.62,"['git', 'git', 'git', 'bzip2 doc.doc', 'zip -r videos.zip videos', 'bzip2 doc.doc', ""touch -d 'next month' future.txt"", 'find /var -mindepth 1 -type d']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-08 14:56:35+00:00,2026-06-08 14:56:41.621335+00:00,6.62,14,0,0,8,0.625,15.0,2.1556390622295662,0,0,0,0,0,0
gen-ff7a884d7f96dd35cca99089,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-18T08:11:06+00:00,2026-06-18T08:11:10.636515+00:00,4.64,"['cat file.txt | wc -l', ""grep -E 'http[s]?://\\S+' file.txt"", ""awk '{print $1}' data.txt"", ""grep -E 'http[s]?://\\S+' file.txt"", ""grep -E 'http[s]?://\\S+' file.txt"", 'cat file.txt > output.txt', 'git', 'cat file.txt | wc -l']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-18 08:11:06+00:00,2026-06-18 08:11:10.636515+00:00,4.64,8,0,0,8,0.625,24.0,2.1556390622295662,0,0,0,0,0,0
gen-4fe66636f6121d2cae7300eb,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-23T11:24:49+00:00,2026-06-23T11:24:55.907629+00:00,6.91,"['python3', 'cat file{1..5}.txt', 'awk \'{gsub("","", "" ""); print}\' file.txt', 'cat file{1..5}.txt', 'cat file{1..5}.txt', 'awk \'{gsub("","", "" ""); print}\' file.txt', 'chmod ug+x backup.sh', 'chmod ug+x backup.sh']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-23 11:24:49+00:00,2026-06-23 11:24:55.907629+00:00,6.91,11,0,0,8,0.5,22.125,1.9056390622295665,0,0,0,0,0,0
gen-176617957ffab493285eed0a,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-26T12:37:07+00:00,2026-06-26T12:37:14.244381+00:00,7.24,"['git', 'zip -r deployment.zip deployment', 'git', 'cat file.txt | tee copy.txt', 'cd', 'awk \'{printf ""%e\\n"", $3}\' file.txt', 'cat file.txt | tee copy.txt', 'zip -r deployment.zip deployment']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-26 12:37:07+00:00,2026-06-26 12:37:14.244381+00:00,7.24,12,0,0,8,0.625,20.0,2.25,0,0,0,0,0,0
gen-52dcbffd59008d658b2ab759,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-08T08:44:24+00:00,2026-06-08T08:44:30.346304+00:00,6.35,"['awk \'$3 == ""yes"" || $3 == ""no""\' data.txt', 'gzip output.log', 'awk \'$3 == ""yes"" || $3 == ""no""\' data.txt', ""grep 'error' access.log"", 'gzip output.log', 'gzip output.log', 'zip -r app.zip . -x node_modules/*', 'python3']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-08 08:44:24+00:00,2026-06-08 08:44:30.346304+00:00,6.35,8,0,0,8,0.625,23.625,2.1556390622295662,0,0,0,0,0,0
gen-52702b29a41247a268e8f311,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-12T17:15:20+00:00,2026-06-12T17:15:27.242680+00:00,7.24,"['cat < file.txt', ""awk '$3 ~ /pass/' file.txt"", 'cd', ""awk '$3 ~ /pass/' file.txt"", 'find /data -type d -a -empty', ""grep 'ssh' /var/log/messages"", 'zip xml_files.zip *.xml', 'gzip temp.txt']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-12 17:15:20+00:00,2026-06-12 17:15:27.242680+00:00,7.24,17,0,0,8,0.875,20.0,2.75,0,0,0,0,0,0
gen-0c90e0284185300d971df5fd,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-16T11:06:02+00:00,2026-06-16T11:06:05.931949+00:00,3.93,"['cd', 'cd', 'git', 'cd']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",4,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-16 11:06:02+00:00,2026-06-16 11:06:05.931949+00:00,3.93,11,0,0,4,0.5,2.25,0.8112781244591328,0,0,0,0,0,0
gen-3faeef01a8290f3c86b4852c,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-22T12:33:02+00:00,2026-06-22T12:33:07.989687+00:00,5.99,"['git', 'cd', 'gzip translation.txt', 'chmod o-rw shared.doc', 'gzip settings.ini', 'zip -r utilities.zip utilities', 'chmod g= file', 'cd']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-22 12:33:02+00:00,2026-06-22 12:33:07.989687+00:00,5.99,12,0,0,8,0.875,13.5,2.75,0,0,0,0,0,0
gen-c40574206004223136c3fe85,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-30T13:57:20+00:00,2026-06-30T13:57:27.544928+00:00,7.54,"['find /home -uid 1000', 'zip -r random.zip random', 'touch /var/log/sa/sa.log', 'bzip2 logs_2023.log', 'cd', 'find /opt -mindepth 2 -type d', 'gzip metrics_output.json', 'gzip image.png']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-30 13:57:20+00:00,2026-06-30 13:57:27.544928+00:00,7.54,13,0,0,8,1.0,19.5,3.0,0,0,0,0,0,0
gen-cfa28fb84199322e3ba58126,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-01T12:58:35+00:00,2026-06-01T12:58:41.367036+00:00,6.37,"[""awk '{print toupper($1)}' file.txt"", ""awk '{print toupper($1)}' file.txt"", 'python3', 'awk \'$1 == ""ERROR"" {print $2}\' log.txt', ""sed 's/[0-9]\\+/&,/g' file.txt"", 'cat <(echo line1) <(echo line2)', ""awk '{print toupper($1)}' file.txt"", 'python3']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-01 12:58:35+00:00,2026-06-01 12:58:41.367036+00:00,6.37,12,0,0,8,0.625,26.75,2.1556390622295662,0,0,0,0,0,0
gen-c704e80ea2466cd702ed5d15,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-03T08:58:49+00:00,2026-06-03T08:58:56.760138+00:00,7.76,"['cd', ""awk 'max < $3 {max=$3} END {print max}' file.txt"", 'zip backup.zip *.csv', 'git', 'bzip2 file1.txt', ""awk 'NR==1' file.csv"", 'cat <(echo line1) <(echo line2)', 'touch /var/log/boot.log']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-03 08:58:49+00:00,2026-06-03 08:58:56.760138+00:00,7.76,8,0,0,8,1.0,20.25,3.0,0,0,0,0,0,0
gen-7ce4770e32b73d808f2e08d3,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-05T10:21:05+00:00,2026-06-05T10:21:12.092321+00:00,7.09,"['cd', 'cat /sys/class/net/eth0/address', 'cat *.txt', 'git', ""awk '{p *= $1} END {print p}' file.txt"", 'zip web_docs.zip *.md *.html', 'cd', ""grep '2023-06-10' *.log""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-05 10:21:05+00:00,2026-06-05 10:21:12.092321+00:00,7.09,10,0,0,8,0.875,17.0,2.75,0,0,0,0,0,0
gen-15f7ef61da4ec04cba7e1b86,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-01T12:10:22+00:00,2026-06-01T12:10:28.467868+00:00,6.47,"['gzip graph.svg', 'gzip graph.svg', 'gzip graph.svg', 'cat /sys/class/net/eth0/speed', 'cd', 'python3', 'gzip graph.svg', 'python3']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-01 12:10:22+00:00,2026-06-01 12:10:28.467868+00:00,6.47,12,0,0,8,0.5,12.625,1.75,0,0,0,0,0,0
gen-4237692ac017466e85f4c0a2,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-26T09:19:28+00:00,2026-06-26T09:19:31.179460+00:00,3.18,"['zip -r codebase.zip codebase', 'zip -r codebase.zip codebase', 'chmod ug+x runme', 'chmod ug+x runme']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",4,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-26 09:19:28+00:00,2026-06-26 09:19:31.179460+00:00,3.18,9,0,0,4,0.5,22.0,1.0,0,0,0,0,0,0
gen-fa033d6c822fb2f06175a257,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-07-01T08:04:24+00:00,2026-07-01T08:04:31.040079+00:00,7.04,"[""sed '10d' file.txt"", 'git', 'cd', 'gzip log_report.log', 'git', 'git', 'gzip old_backup.sql', 'git']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-07-01 08:04:24+00:00,2026-07-01 08:04:31.040079+00:00,7.04,8,0,0,8,0.625,8.75,2.0,0,0,0,0,0,0
gen-5a16f9d9af2f077358c69158,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-30T08:02:15+00:00,2026-06-30T08:02:18.815369+00:00,3.82,"[""awk 'NF == 3' file.txt"", ""touch -d 'last month' past.txt"", ""awk 'NF == 3' file.txt"", 'python3']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",4,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-30 08:02:15+00:00,2026-06-30 08:02:18.815369+00:00,3.82,8,0,0,4,0.75,20.25,1.5,0,0,0,0,1,0
gen-2379c05fa708728034ee0b67,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-15T16:43:39+00:00,2026-06-15T16:43:46.108558+00:00,7.11,"['gzip output.log', 'gzip output.log', 'gzip output.log', ""awk 'length($0) > 20' file.txt"", 'cd', 'cat file.txt | grep pattern', ""awk 'length($0) > 20' file.txt"", 'cd']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-15 16:43:39+00:00,2026-06-15 16:43:46.108558+00:00,7.11,16,0,0,8,0.5,17.0,1.9056390622295665,0,0,0,0,0,0
gen-301c6abfc7739d4626e6a84a,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-11T10:46:01+00:00,2026-06-11T10:46:09.307511+00:00,8.31,"['bzip2 diagram.svg', 'bzip2 diagram.svg', 'bzip2 diagram.svg', ""awk 'NR==1' file.csv"", 'gzip data1.csv', 'git', 'gzip data1.csv', 'cd']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-11 10:46:01+00:00,2026-06-11 10:46:09.307511+00:00,8.31,10,0,0,8,0.625,13.0,2.1556390622295662,0,0,0,0,0,0
gen-da2527952f1915165fbbcda5,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-01T13:05:44+00:00,2026-06-01T13:05:47.605933+00:00,3.61,"['git', 'git', 'gzip README.md', 'git']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",4,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-01 13:05:44+00:00,2026-06-01 13:05:47.605933+00:00,3.61,13,0,0,4,0.5,5.75,0.8112781244591328,0,0,0,0,0,0
gen-926a4bd0be125f8ff06b6c12,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-29T17:31:44+00:00,2026-06-29T17:31:49.814069+00:00,5.81,"[""sed 's/^/#/' file.txt"", ""sed 's/^/#/' file.txt"", ""sed 's/^/#/' file.txt"", 'cd', 'cd', ""sed 's/^/#/' file.txt"", 'cd', 'awk \'{gsub(""\t"", "",""); print}\' file.txt']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-29 17:31:44+00:00,2026-06-29 17:31:49.814069+00:00,5.81,17,0,0,8,0.375,16.0,1.4056390622295665,0,0,0,0,0,0
gen-172720fa73a27c7ba566e884,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-10T15:25:56+00:00,2026-06-10T15:26:02.208587+00:00,6.21,"['find /home -newer file.txt', ""grep -r 'panic' /var/log"", 'python3', 'cd', 'find /var/log -type f', 'zip -r bin.zip bin', ""sed 's/^/[INFO] /' log.txt"", 'cd']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-10 15:25:56+00:00,2026-06-10 15:26:02.208587+00:00,6.21,15,0,0,8,0.875,15.75,2.75,0,0,0,0,0,0
gen-c4acb57d0b3d6dc9616f760a,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-23T09:05:07+00:00,2026-06-23T09:05:14.346230+00:00,7.35,"['cd', ""awk '$1 ~ /^[a-zA-Z]$/' file.txt"", 'git', 'python3', ""awk '$1 ~ /^[a-zA-Z]$/' file.txt"", 'cd', 'cd', ""grep -E 'error|warning' server.log""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-23 09:05:07+00:00,2026-06-23 09:05:14.346230+00:00,7.35,9,0,0,8,0.625,14.25,2.1556390622295662,0,0,0,0,0,0
gen-68ffae177428349179c842cb,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-07-01T11:00:39+00:00,2026-07-01T11:00:45.709687+00:00,6.71,"[""awk '{print $2, $4}' file.txt"", 'gzip debug.txt', ""awk '{print $2, $4}' file.txt"", ""awk '{print $2, $4}' file.txt"", ""awk '{print $2, $4}' file.txt"", ""awk '{print $2, $4}' file.txt"", 'gzip debug.txt', 'gzip debug.txt']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-07-01 11:00:39+00:00,2026-07-01 11:00:45.709687+00:00,6.71,11,0,0,8,0.25,23.375,0.954434002924965,0,0,0,0,0,0
gen-bfd467e77491050cf75efed8,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-10T13:58:05+00:00,2026-06-10T13:58:11.801086+00:00,6.8,"['cd', 'cat file.txt', 'gzip temp.txt', 'chmod a-x update.sh', 'cat file.txt', 'gzip temp.txt', 'cd', 'tail -n 5 file.txt']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-10 13:58:05+00:00,2026-06-10 13:58:11.801086+00:00,6.8,13,0,0,8,0.625,11.375,2.25,0,0,0,0,0,0
gen-510564f9d90949aa9bdd3d7a,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-08T17:03:06+00:00,2026-06-08T17:03:13.692058+00:00,7.69,"['awk \'$3 == ""yes"" || $3 == ""no""\' data.txt', 'awk \'$3 == ""yes"" || $3 == ""no""\' data.txt', 'awk \'$3 == ""yes"" || $3 == ""no""\' data.txt', 'grep CRON /var/log/syslog', 'cd', 'git', 'cat file{1..5}.txt', 'git']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-08 17:03:06+00:00,2026-06-08 17:03:13.692058+00:00,7.69,17,0,0,8,0.625,21.375,2.1556390622295662,0,0,0,0,0,0
gen-ca4a40bc412181a34818b004,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-26T09:47:54+00:00,2026-06-26T09:48:00.162272+00:00,6.16,"['find /var -anewer /tmp/test.log', 'cat file.txt | column -t', 'cat file.txt | column -t', 'gzip book.epub', 'git', 'bzip2 backup.sql', 'cd', 'bzip2 backup.sql']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-26 09:47:54+00:00,2026-06-26 09:48:00.162272+00:00,6.16,9,0,0,8,0.75,16.25,2.5,0,0,0,0,0,0
gen-091a5875cc18dd0e7978dc84,test-ssh,p_dev,10.0.0.11,192.168.1.74,debian-lab,2026-06-19T17:01:53+00:00,2026-06-19T17:01:55.964898+00:00,2.96,"['cat /proc/cpuinfo', 'cat *.txt', 'cat *.txt', 'cat *.txt']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",4,0,benign,[],generated,train,dev,True,True,SSH,1,2026-06-19 17:01:53+00:00,2026-06-19 17:01:55.964898+00:00,2.96,17,0,0,4,0.5,11.0,0.8112781244591328,0,0,0,0,0,0
