session_id,user,account,client_ip,target_ip,target_hostname,session_start,session_end,duration_sec,commands,event_types,raw_event_count,file_transfer_bytes,label,tactics,source,split,persona,ip_source,target_group,target_criticality,identity_is_synthetic,ip_is_synthetic,ts_is_synthetic,real_user,real_client_ip,real_target_ip,real_target_hostname,mitre,composition,attack_command_count,campaign_id,protocol,has_command_telemetry,start_time,end_time,duration_sec_feat,start_hour,off_hours_flag,is_weekend,command_count,unique_command_ratio,avg_command_length,command_entropy,flag_cred_access,flag_privesc,flag_persistence,flag_log_tamper,flag_recon,flag_exfil,new_source_ip_for_user,new_source_ip_globally,ip_foreign_to_user,distinct_source_ips_prior,distinct_source_ips_24h,source_ip_entropy,cmd_oov_rate,cmd_mean_surprisal,cmd_max_surprisal,cmd_mean_novelty,cmd_max_novelty
gen-6527ea9011f53e653d4dd32e,hamza,p_dba,10.20.20.92,10.10.20.11,db-prod-02,2026-06-29T09:42:37+00:00,2026-06-29T09:42:41.625100+00:00,4.63,"['find /data -size +2G -type d', 'rm ~/.bash_history', 'df -h | sort -k 6', 'df -h | sort -k 6', 'whoami', 'du -B 4K']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",6,0,attack,['log_tamper'],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,['T1070.003'],buried,2,,SSH,1,2026-06-29 09:42:37+00:00,2026-06-29 09:42:41.625100+00:00,4.63,9,0,0,6,0.8333333333333334,15.666666666666666,2.2516291673878226,0,0,0,0,1,0,0,0,0,57,6,1.3743350311393507,0.3333333333333333,12.089095418678369,16.379006001888587,0.0908147249961583,0.400624011111371
gen-fde64a09f64e496c53f5963a,asma,p_audit,10.20.20.92,10.10.50.28,mon-01,2026-06-30T13:29:25+00:00,2026-06-30T13:30:59.732269+00:00,94.73,"['find /tmp -regex "".*/[a-z]+\\.sh""', 'ls -lR', 'uptime', 'find /home -maxdepth 2 -type f', 'find /data -type d -a -empty', 'whoami', 'uptime', 'find /home -maxdepth 2 -type f', 'find /tmp \\( -size +1M -o -size -1k \\)', 'find /home -maxdepth 2 -type f']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",10,0,attack,['log_tamper'],generated,train,auditor,wrong_team_subnet,infra,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,['T1070.003'],buried,1,camp-e6c32ad8,SSH,1,2026-06-30 13:29:25+00:00,2026-06-30 13:30:59.732269+00:00,94.73,13,0,0,10,0.7,21.2,2.6464393446710157,0,0,0,0,1,0,1,0,1,28,4,0.9965323741232645,0.1,9.269547373683086,16.379006001888587,0.04006240111113686,0.400624011111371
gen-0ffef66b57deaf6b59fdcf7e,reda,bastionsvc,10.20.40.74,10.10.50.28,mon-01,2026-06-24T08:50:52+00:00,2026-06-24T08:50:59.483756+00:00,7.48,"['cd /run', 'free -k', 'free -l -t', 'systemctl', 'sudo lsmod | grep -i ""xen-vbd\\|xen-vnif""', 'curl --help', 'curl --help', 'free -l -t']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,attack,"['recon', 'persistence']",generated,train,admin,home,infra,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,['T1082'],buried,1,,SSH,1,2026-06-24 08:50:52+00:00,2026-06-24 08:50:59.483756+00:00,7.48,8,0,0,8,0.75,13.125,2.5,0,0,0,0,0,0,0,0,0,36,2,1.2512030313939357,0.125,10.180709699534258,16.379006001888587,0.07080882934724499,0.5664706347779607
gen-db79274db22bc98ac329b2e1,omar,p_dba,10.20.20.23,10.10.20.11,db-prod-02,2026-06-25T07:47:36+00:00,2026-06-25T07:47:44.001935+00:00,8.0,"[""grep -c 'admin' users.csv"", ""grep 'error' access.log"", ""grep -c 'admin' users.csv"", 'du -d 2', 'du file.txt', 'du -B 5G', 'cat /sys/class/net/eth0/address', 'ps', 'find /home -regex "".*/[A-Z]{3}[0-9]{2}\\.csv""']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",9,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-25 07:47:36+00:00,2026-06-25 07:47:44.001935+00:00,8.0,7,1,0,9,0.8888888888888888,19.555555555555557,2.94770277922009,0,0,0,0,0,0,0,0,0,50,3,1.2627444793916776,0.0,9.3023293777457,10.773773219052853,-6.167905692361981e-17,7.771561172376096e-16
gen-da92e740b74966cb25dfc8fa,ghita,p_dev,10.20.10.149,10.10.30.14,web-prod-01,2026-06-22T12:33:14+00:00,2026-06-22T12:33:22.713877+00:00,8.71,"['awk \'{gsub(""\t"", "",""); print}\' file.txt', 'bzip2', ""awk '{$2 += 100; print}' file.txt"", ""awk '{$2 += 100; print}' file.txt"", ""awk 'NR <= 10' file.txt"", ""awk '{$2 += 100; print}' file.txt"", 'sed', 'find /home -path ""*/.git"" -prune -o -type f -print', 'cat /sys/class/net/eth0/address']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",9,0,benign,[],generated,train,dev,home,web,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-22 12:33:14+00:00,2026-06-22 12:33:22.713877+00:00,8.71,12,0,0,9,0.7777777777777778,27.666666666666668,2.6416041678685938,0,0,0,0,0,0,0,0,0,16,3,1.8282090498477106,0.0,9.62363621453014,10.391622680707776,-2.4671622769447924e-16,6.661338147750939e-16
gen-5548d5b8caf08bace8e5b44c,leila,bastionsvc,10.20.40.166,10.10.50.28,mon-01,2026-06-19T06:41:16+00:00,2026-06-19T06:41:21.331844+00:00,5.33,"['ls *.png *.jpg', 'df', 'cp', 'ls *.png *.jpg', 'ls -lRhtr', 'ls *.png *.jpg']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",6,0,benign,[],generated,train,admin,home,infra,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-19 06:41:16+00:00,2026-06-19 06:41:21.331844+00:00,5.33,6,1,0,6,0.6666666666666666,9.166666666666666,1.792481250360578,0,0,0,0,0,0,0,0,0,38,4,1.9253125425043336,0.0,9.513890554007652,10.704241065706777,-3.700743415417188e-17,0.0
gen-042f35edb1f95ba59c4d7d32,sara,p_admin,10.20.40.189,10.10.20.10,db-prod-01,2026-06-24T13:06:06+00:00,2026-06-24T13:06:13.881887+00:00,7.88,"['df -h --output=source,fstype,itotal,iused,iavail,ipcent,size,used,avail,pcent,target', 'curl --help', 'curl --version', 'cd /var/log/sa', 'cd /usr/share/zoneinfo/Africa', 'ls -S | head -n 5', 'free -b', 'df -h --output=source,size', 'cd /etc/ssl/certs']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",9,0,benign,[],generated,train,admin,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-24 13:06:06+00:00,2026-06-24 13:06:13.881887+00:00,7.88,13,0,0,9,1.0,24.333333333333332,3.169925001442312,0,0,0,0,0,0,0,0,0,38,5,1.2064008111550608,0.0,9.212942259729846,11.54048606662226,0.0,4.440892098500626e-16
gen-f3bc234ac642b89e918adfb2,omar,p_dba,10.20.20.23,10.10.20.11,db-prod-02,2026-06-10T09:02:57+00:00,2026-06-10T09:03:00.434186+00:00,3.43,"['du -k /usr', 'du -k /usr', 'du -B 16K', 'du -a --exclude=""/var/backup"" /var']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",4,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-10 09:02:57+00:00,2026-06-10 09:03:00.434186+00:00,3.43,9,0,0,4,0.75,15.75,1.5,0,0,0,0,0,0,0,0,0,18,4,0.9574208726923502,0.0,10.468018117885899,10.925490860284972,2.220446049250313e-16,6.661338147750939e-16
gen-72ccdda7dffbb13249bde500,leila,bastionsvc,10.20.40.78,10.10.30.17,web-stg-02,2026-06-17T10:20:39+00:00,2026-06-17T10:20:48.041344+00:00,9.04,"['cd /usr/local/share/man', 'cd /usr/local/share/man', 'systemctl', 'cd /usr/local/share/man', 'ls -lv ~', 'who', 'who', 'df -h --output=source,fstype,used', 'ls -a', 'ls -l ~/Downloads']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",10,0,benign,[],generated,train,admin,home,web,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-17 10:20:39+00:00,2026-06-17 10:20:48.041344+00:00,9.04,10,0,0,10,0.7,14.7,2.6464393446710157,0,0,0,0,1,0,0,0,0,34,4,1.904984329116418,0.0,9.733483434656566,11.976585181428932,0.0,1.1102230246251565e-15
gen-b6e59365dc6fac0172fbca88,leila,bastionsvc,10.20.40.166,10.10.30.17,web-stg-02,2026-06-30T07:51:43+00:00,2026-06-30T07:51:54.065436+00:00,11.07,"['curl --version', 'curl --version', 'curl --version', 'free -o -t', 'ls -C', 'curl --version', 'curl --version', 'free -o -t', 'df -h --output=source,fstype,itotal,iused,iavail,ipcent,size,used,avail,pcent,target', 'ls -t', 'free -o -t', 'du ~/Documents ~/Pictures ~/.zshrc', 'cd /usr/share/icons']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",13,0,benign,[],generated,train,admin,home,web,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-30 07:51:43+00:00,2026-06-30 07:51:54.065436+00:00,11.07,7,1,0,13,0.5384615384615384,19.0,2.4416298737872246,0,0,0,0,0,0,0,0,0,57,4,2.0230789982018353,0.0,8.504482529063402,11.410917687455214,3.2452673027504574e-16,4.440892098500626e-15
gen-c37e71347f8a55029cdf4051,hamza,p_dba,10.20.20.92,10.10.50.28,mon-01,2026-06-05T08:33:26+00:00,2026-06-05T08:33:37.307591+00:00,11.31,"['find /srv -not -perm 777', 'df -h --output=source,fstype,used', 'find /srv -not -perm 777', ""grep -E '^[0-9]+$' numbers.txt"", 'mv', 'du -h --exclude="".git"" /srv', 'du -S', 'df -h --output=source,used', 'find /srv -not -perm 777', 'du -B 256M', 'df -h --output=source,fstype,size', 'du -h --exclude=""*.bak"" /var', 'du -S', ""grep -l 'hostname' *""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",14,0,benign,[],generated,train,dba,home,infra,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-05 08:33:26+00:00,2026-06-05 08:33:37.307591+00:00,11.31,8,0,0,14,0.7857142857142857,20.785714285714285,3.3248629576173565,0,0,0,0,0,0,0,0,0,8,3,0.7591225882706119,0.0,9.576383861540126,10.500185025552302,1.7446361815538174e-16,8.881784197001252e-16
gen-995d2d9e2021de7144b33927,leila,bastionsvc,10.20.40.166,10.10.50.28,mon-01,2026-06-03T11:04:00+00:00,2026-06-03T11:04:05.368585+00:00,5.37,"['curl --version', 'cd /usr/share/applications', 'cd /usr/share/backgrounds', 'curl --version', 'cd /usr/share/perl5', 'df -h --output=source,iused']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",6,0,benign,[],generated,train,admin,home,infra,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-03 11:04:00+00:00,2026-06-03 11:04:05.368585+00:00,5.37,11,0,0,6,0.8333333333333334,20.833333333333332,2.2516291673878226,0,0,0,0,0,0,0,0,0,6,3,1.3694121537256643,0.0,9.135789205557606,12.361353352183768,1.6653345369377348e-16,6.661338147750939e-16
gen-7f555fec9edc01857f9f53ad,sara,bastionsvc,10.20.40.189,10.10.30.16,web-stg-01,2026-06-15T14:18:44+00:00,2026-06-15T14:18:52.210473+00:00,8.21,"['who', 'who', 'who', 'ls -tr ..', 'curl --help', 'who', 'df -ih', 'df -h --output=target,pcent', 'curl --version', 'cd /usr/share/themes']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",10,0,benign,[],generated,train,admin,home,web,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-15 14:18:44+00:00,2026-06-15 14:18:52.210473+00:00,8.21,14,0,0,10,0.7,9.9,2.5219280948873624,0,0,0,0,1,0,0,0,0,25,7,1.2113535805915607,0.0,8.205268456305896,10.571773707666326,2.2204460492503132e-17,3.3306690738754696e-16
gen-7fefb3f879721cae0cc6fb82,salma,p_audit,10.20.10.87,10.10.50.27,backup-01,2026-06-29T11:50:54+00:00,2026-06-29T11:51:02.820479+00:00,8.82,"['cat /sys/class/net/eth0/address', 'find /tmp -type p', ""echo 'set +o history' >> ~/.bashrc"", ""grep -E '[0-9]+\\.[0-9]+\\.[0-9]+\\.[0-9]+' access.log"", 'unset HISTFILE', 'cat /sys/class/net/eth0/address', 'find /usr -type l', 'cat /sys/class/net/eth0/address', ""grep '[0-9]' file.txt""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",9,0,attack,['log_tamper'],generated,train,auditor,wrong_team_subnet,infra,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,['T1070.003'],buried,2,,SSH,1,2026-06-29 11:50:54+00:00,2026-06-29 11:51:02.820479+00:00,8.82,11,0,0,9,0.7777777777777778,27.444444444444443,2.6416041678685938,0,0,0,1,0,0,0,0,0,38,4,0.9699971513875112,0.2222222222222222,10.575800474022095,16.379006001888587,0.12934706639480895,0.8283636805138129
gen-3cba8ff3f32c5abf783fe7d1,nadia,p_dev,10.20.10.38,10.10.40.23,build-01,2026-06-22T23:51:39+00:00,2026-06-22T23:51:43.581063+00:00,4.58,"[""awk '{a[NR]=$0} END {for (i=NR-4;i<=NR;i++) print a[i]}' file.txt"", 'cd', 'cd', ""sudo sh -c 'echo /tmp/T1574006.so > /etc/ld.so.preload'"", 'python3', 'python3']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",6,0,attack,['privesc'],generated,train,dev,home,dev,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,['T1574.006'],buried,1,,SSH,1,2026-06-22 23:51:39+00:00,2026-06-22 23:51:43.581063+00:00,4.58,23,1,0,6,0.6666666666666666,23.0,1.9182958340544896,0,0,0,0,0,0,0,0,0,16,3,0.8484609409437154,0.16666666666666666,9.22207191303565,16.379006001888587,0.12360064625825151,0.741603877549507
gen-ab4545581e8977172d20f58a,nadia,p_dev,10.20.10.38,10.10.30.16,web-stg-01,2026-06-15T08:48:39+00:00,2026-06-15T08:48:43.930491+00:00,4.93,"['awk \'{print $1 "" "" $2}\' names.txt', 'awk \'{print $1 "" "" $2}\' names.txt', 'awk \'{print $1 "" "" $2}\' names.txt', ""awk '{print $2 * 2}' file.txt"", 'find /home -mtime +7 -type f']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",5,0,benign,[],generated,train,dev,home,web,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-15 08:48:39+00:00,2026-06-15 08:48:43.930491+00:00,4.93,8,0,0,5,0.6,31.2,1.3709505944546687,0,0,0,0,0,0,0,0,0,9,2,0.6474443750484847,0.0,9.972829499044787,10.326853422666739,4.662936703425658e-16,7.771561172376096e-16
gen-62dc1ae62c17b9a3f2840d39,karim,p_dba,10.20.20.192,10.10.20.13,db-stg-01,2026-06-24T22:47:31+00:00,2026-06-24T22:47:37.265583+00:00,6.27,"['du -a', 'ps', ""grep -E 'http[s]?://\\S+' file.txt"", 'du --threshold=1G /var', ""grep -n 'main' main.c"", 'du -S', 'du -S', 'du -B 16T']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dba,home,db,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-24 22:47:31+00:00,2026-06-24 22:47:37.265583+00:00,6.27,22,1,0,8,0.875,12.75,2.75,0,0,0,0,0,0,0,0,0,32,3,1.0328102501273262,0.0,9.70885139166765,11.107596759937985,1.249000902703301e-16,8.881784197001252e-16
gen-63e5ba597480ac4bb6f0a661,reda,bastionsvc,10.99.117.4,10.10.50.28,mon-01,2026-06-15T09:35:23+00:00,2026-06-15T09:36:41.642514+00:00,78.64,"['systemctl', 'curl --version', 'systemctl', 'cd /usr/share/lintian', 'du -h --max-depth=1 /home', 'systemctl', 'systemctl', 'echo ""[Service]"" >> /etc/systemd/system/art-systemd-service.service']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,attack,"['persistence', 'log_tamper']",generated,train,admin,unseen_vpn,infra,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,['T1543.002'],buried,1,camp-4e59a63f,SSH,1,2026-06-15 09:35:23+00:00,2026-06-15 09:36:41.642514+00:00,78.64,9,0,0,8,0.625,20.375,2.0,0,0,1,0,0,0,1,1,0,24,4,1.3829436743465986,0.125,8.787604465908087,16.379006001888587,0.06362328513936644,0.5089862811149306
gen-d194593107ab9ed9e2ee3c76,khadija,p_dev,10.20.10.193,10.10.40.19,dev-02,2026-06-08T11:31:26+00:00,2026-06-08T11:31:33.282797+00:00,7.28,"[""grep 'error' access.log"", ""awk '!/^#/' config.txt"", 'find /var -not -type d', ""awk '$1 ~ /^[0-9]+$/' file.txt"", ""awk '$1 ~ /^[0-9]+$/' file.txt"", 'find /tmp -type f -newerct ""2025-06-01""', 'find /tmp -type f -printf ""%p %s\\n""', 'awk \'$1 == ""ERROR"" {print $2}\' log.txt']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,home,dev,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-08 11:31:26+00:00,2026-06-08 11:31:33.282797+00:00,7.28,11,0,0,8,0.875,29.875,2.75,0,0,0,0,0,0,0,0,0,8,1,0.8585266876103703,0.0,9.564199176728163,10.84972207228615,1.8041124150158794e-16,5.551115123125783e-16
gen-d4aa826d60fba34c3701a2fd,imane,p_dev,10.20.10.99,10.10.40.20,dev-03,2026-06-11T09:26:57+00:00,2026-06-11T09:27:04.488667+00:00,7.49,"['grep -E \'HTTP/1.1"" [4-5][0-9]{2}\' access.log', 'find . -type d | ls -R', 'find /home -perm -4000', 'awk \'{gsub(""\t"", "",""); print}\' session.log', ""cat file.csv | cut -d',' -f1"", 'find /home -not -name ""*.bak""', 'awk \'$1 != """"\' file.txt', 'awk \'$3 == ""yes"" || $3 == ""no""\' data.txt']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",8,0,benign,[],generated,train,dev,home,dev,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-11 09:26:57+00:00,2026-06-11 09:27:04.488667+00:00,7.49,9,0,0,8,1.0,31.125,3.0,0,0,0,0,0,0,0,0,0,14,2,1.894073574380854,0.125,10.231294436761917,16.0591754379151,0.024543775628856707,0.1963502050308522
gen-f8ae91398cd7b2dc894453ef,mehdi,p_audit,10.20.30.153,10.10.30.15,web-prod-02,2026-06-18T10:15:10+00:00,2026-06-18T10:15:15.858861+00:00,5.86,"['find /opt -path ""*/tmp"" -prune -o -type f -print', 'find /opt -path ""*/tmp"" -prune -o -type f -print', 'find /opt -path ""*/tmp"" -prune -o -type f -print', 'find /backup -amin +120', 'ls -v', 'find /data -user root -a -group root', 'find /home -regex "".*/[A-Z]{3}[0-9]{2}\\.csv""']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",7,0,benign,[],generated,train,auditor,home,web,2,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-18 10:15:10+00:00,2026-06-18 10:15:15.858861+00:00,5.86,10,0,0,7,0.7142857142857143,36.0,2.128085278891394,0,0,0,0,0,0,0,0,0,27,3,1.985485216992839,0.0,8.98846077647705,10.62850912252784,0.0,9.992007221626409e-16
gen-ab01f1017b32aadb1f41c851,imane,p_dev,10.20.10.99,10.10.40.20,dev-03,2026-06-10T08:34:44+00:00,2026-06-10T08:34:55.248666+00:00,11.25,"[""grep '^#.*[0-9]\\+\\.[0-9]\\+\\.[0-9]\\+\\.[0-9]\\+' config.txt"", 'git', 'git', ""awk '{sum += $2} END {print sum/NR}' file.txt"", ""grep -E '([0-9a-fA-F]{1,4}:){7}[0-9a-fA-F]{1,4}' logfile.txt"", 'cd', 'find /srv -not -perm 777', 'cd', 'find /var/log -mtime -1', 'git', 'find /opt -size +500k -name ""*.log""', ""grep -E '([0-9a-fA-F]{1,4}:){7}[0-9a-fA-F]{1,4}' logfile.txt""]","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",12,0,benign,[],generated,train,dev,home,dev,1,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-10 08:34:44+00:00,2026-06-10 08:34:55.248666+00:00,11.25,8,0,0,12,0.6666666666666666,26.333333333333332,2.8553885422075336,0,0,0,0,0,0,0,0,0,14,3,1.9975778409789073,0.0,8.227147434533665,9.79726148198437,6.47630097698008e-17,8.881784197001252e-16
gen-f6fa1c95432c87a065c8b313,omar,p_dba,10.20.20.23,10.10.20.10,db-prod-01,2026-06-25T04:25:25+00:00,2026-06-25T04:25:33.288743+00:00,8.29,"['du -k', 'du -k', 'du -x', 'du -x', 'find /srv -type f -empty', 'du -k', ""grep -w 'usb' *.log"", ""grep -w 'usb' *.log"", 'find /data -mindepth 4 -type d', 'du --threshold=1M', 'find /tmp -type f -newerct ""2025-06-01""']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",11,0,benign,[],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,[],benign,0,,SSH,1,2026-06-25 04:25:25+00:00,2026-06-25 04:25:33.288743+00:00,8.29,4,1,0,11,0.6363636363636364,15.727272727272727,2.6635327548042547,0,0,0,0,0,0,0,0,0,50,3,1.2806818582621615,0.0,9.882449810106053,10.84972207228615,-2.0185873175002847e-17,5.551115123125783e-16
gen-c4f87c50f19cf827db42d6d2,karim,p_dba,10.20.20.192,10.10.20.12,db-prod-03,2026-06-03T00:34:40+00:00,2026-06-03T00:34:47.474896+00:00,7.47,"['find /var/log -type f', 'sudo setcap cap_setuid=ep /tmp/cap', '/tmp/T1222002 /tmp/ T1222002', 'LD_PRELOAD=/tmp/T1574006.so ls', 'sudo chmod u+s /tmp/hello', 'sudo setcap cap_setuid=ep /tmp/cap', 'sudo chown root /tmp/hello.c']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",7,0,attack,['privesc'],generated,train,dba,home,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,"['T1548.001', 'T1222.002', 'T1574.006']",burst,6,,SSH,1,2026-06-03 00:34:40+00:00,2026-06-03 00:34:47.474896+00:00,7.47,0,1,0,7,0.8571428571428571,28.571428571428573,2.521640636343318,0,1,0,0,0,0,0,0,0,5,5,0.8773870642966133,0.8571428571428571,15.436161310147567,16.379006001888587,0.4536602727510444,0.6836213189053165
gen-6627901f2a355571aa114c92,hamza,p_dba,10.99.177.204,10.10.20.10,db-prod-01,2026-06-08T10:53:21+00:00,2026-06-08T10:53:32.661274+00:00,11.66,"['find /var/log/journal -path ""*/usr/local"" -prune -o -type f -print', 'chmod +x /etc/init.d/T1543.002', 'find /var/log/journal -path ""*/usr/local"" -prune -o -type f -print', 'find /opt -mindepth 720 -type d', 'find /opt -mindepth 720 -type d', 'find /opt -mindepth 720 -type d', ""grep 'def' *.py"", 'find /var/log/journal -path ""*/usr/local"" -prune -o -type f -print', 'find /var/log/journal -path ""*/usr/local"" -prune -o -type f -print', 'du -h --exclude=""*.bak"" /var', 'sudo chown root /tmp/hello', 'find /opt -mindepth 720 -type d', 'du -ak']","['KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT', 'KBD_INPUT']",13,0,attack,"['privesc', 'persistence']",generated,train,dba,unseen_vpn,db,3,True,True,True,test-ssh,192.168.1.32,192.168.1.74,debian-lab,"['T1548.001', 'T1543.002']",buried,2,,SSH,1,2026-06-08 10:53:21+00:00,2026-06-08 10:53:32.661274+00:00,11.66,10,0,0,13,0.5384615384615384,37.92307692307692,2.469670487371862,0,0,1,0,0,0,1,1,0,20,12,1.2848934982718305,0.7692307692307693,14.971511976502407,16.379006001888587,0.19808268034795845,0.5656225220268324
